,,,,,,
Arena Matchings,,,,,,
,,,,,,
game_version,end_time,date,character,card_title,wins,player_id
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Crazed Alchemist,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Dark Peddler,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Haunted Creeper,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Huge Toad,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Demonwrath,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Ironfur Grizzly,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Mind Control tech,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Squirming Tentacle,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Wolfrider,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Hellfire,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Aberrant Berserker,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Ancient Shade,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Armored Warhorse,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Violet Teacher,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Grim Patron,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Gurubashi Berserker,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Mukla's Champion,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Mukla's Champion,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Silver Hand Knight,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Dread Infernal,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Lord of the Arena,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Lord of the Arena,3,1
5.0.0.12574,6:34 PM,5/19/2016,Warlock,Windfury Harpy,3,1
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Mortal Coil,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Abusive Sergeant,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Possessed Villager,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Darkshire Librarian,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Faerie Dragon,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Recombobulator,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Twisted Worgen,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Drain Life,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Darkshire Councilman,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Darkshire Councilman,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Harvest Golem,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Raid Leader,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Squirming Tentacle,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Void Terror,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Hellfire,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Chillwind Yeti,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Dark Iron Dwarf,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Refreshment Vendor,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Bomb Lobber,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Darkscale Healer,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Mukla's Champion,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Silver Hand Knight,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Siphon Soul,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Nerubian Prophet,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Sunwalker,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Twisted Worgen,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Darkshire Councilman,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Silver Hand Knight,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Bomb Lobber,12,101
5.0.0.12574,9:02 PM,5/19/2016,Warlock,Possessed Villager,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Buccaneer,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Eviscerate,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Acidic Swamp Ooze,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Bilefin Tidehunter,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Goblin Auto-Barber,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Mad Bomber,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Burgle,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Ogre Brute,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Scarlet Crusader,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Tinkertown Technician,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Tinker's Sharpsword Oil,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Ancient Brewmaster,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Dark Iron Dwarf,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Dark Iron Dwarf,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Piloted Shredder,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Assassinate,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Antique Healbot,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Corrupted Healbot,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Dark Iron Skulker,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Shado-Pan Rider,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Shadowcaster,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Nerubian Prophet,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Piloted Sky Golem,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Scaled Nightmare,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Sunwalker,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Trade Prince Gallywix,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Bog Creeper,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Bog Creeper,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Bog Creeper,12,101
5.0.0.12574,11:15 PM,5/19/2016,Rogue,Stormwind Champion,12,101
5.0.0.12574,10:33 PM,5/19/2016,Mage,Forbidden Flame,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Ice Lance,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Worgen Infiltrator,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Worgen Infiltrator,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Arcane Explosion,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Flamecannon,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Frostbolt,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Frostwolf Grunt,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Kobold Geomancer,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Loot Hoarder,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Snowchugger,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Wild Pyromancer,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Frost Nova,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Flesheating Ghoul,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Ironfur Grizzly,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Scarlet Crusader,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Polymorph,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Dalaran Aspirant,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Dark Iron Dwarf,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Water Elemental,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Flame Lance,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Azure Drake,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Spectral Knight,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Venture Co. Mercenary,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Corrupted Seer,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Frost Elemental,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Gadgetzan Auctioneer,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Sunwalker,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Flamestrike,3,1
5.0.0.12574,10:33 PM,5/19/2016,Mage,Archmage Antonidas,3,1
